mount_code,명산_소재지,명산_높이,ㅁ,난이도,특징_및_선정_이유,교통정보
437200401,"경상북도 상주신 화북면, 충청북도 보은군 마로면ㆍ속리산면",876.3,산행시간 , 고급,"주능선의 북쪽 지역이 속리산 국립공원에 속해 있고 서원계곡(書院溪谷) 등 경관이 수려한 점 등을 고려하여 선정. 웅장한 아홉 개의 바위봉이 병풍처럼 연이어 솟아 예로부터 구봉산이라고 불리어 왔으며, 정상에서의 조망이 좋음. 예로부터 보은지방에서는 속리산 천황봉은 지아비 산, 구병산은 지어미 산, 금적산은 아들 산이라 하여 이들을 `삼산(三山)'이라 일컬어왔음.","기점은 보은군 마로면 적암리다. 청주 보은 적암을 경유하는 상주행 직행버스이용, 적암리(적암휴게소, 검문소)에서 내린다.  서울 남부터미널에서 상주행 직행버스가 06:30부터 18:20까지 13차례 있다. 보은-상주간 07:40부터 21:10까지 31차례 시외버스가 운행된다.  보은읍에서 구병리행 시내버스가 4회(06:45, 08:20, 12:10, 16:30) 운행    중부내륙고속국도 증평IC-내수-초정-미원-보은 등을 거쳐 상주방면 25번 국도를 따른다."
488400801,"경상남도 남해군 상주면, 이동면, 삼동면",704.9,산행시간 ,초급,"한려해상국립공원의 유일한 산악공원으로 경관이 수려하고, 바다와 섬, 일출을 조망할 수 있으며 경상남도 기념물로 지정(1974년)된 점 등을 고려하여 선정. 본래 보광산이라고 불리다가 조선 태조와 관련된 전설에 따라 금산으로 이름이 바뀌었다고 함. 조선 태조가 기도했다는 이씨기단을 비롯하여, 사자암, 촉대봉, 향로봉 등 38경이 유명하며, 정상에는 우리나라 3대 기도처의 하나인 보리암이 소재","기점은 남해다.  남해 공용여객터미널에서 상주, 미조행 군내버스를 이용하면 금산에서 하차할 수 있다.  - 남해→상주, 미조 : 30~40분 간격 운행  - 남해→복곡 :  1일 4회 운행   남해고속국도-진교 또는 하동IC-남해대교-남해읍-금산매표소"
431500701,"충청북도 제천시 수산면, 단양군 적성면",1015.8,산행시간 ,초급,"월악산국립공원 북단에 위치하고 울창한 소나무 숲과 맑고 깨끗한 계류 등 경관이 뛰어난 점을 고려하여 선정, 봄철의 철쭉과 가을철의 단풍이 특히 유명하고 능강계곡과 얼음골이 있음. 정상에서 소백산의 웅장한 산줄기와 충주호를 조망할 수 있음","기점은 제천이다.  상천리 초경동 종점까지 제천 금용아파트 앞에서 05:40, 06:40(휴일만 운행),12:20, 16:20 출발.  종점->제천행 07:00, 13:40, 17:40. 제천->단양 상학마을은 06:30~19:40. 1시간 간격. 적성면 하진행 버스이용    ① 중앙고속국도 남제천IC-82번도로-금수산② 중부내륙고속국도로 감곡IC-제천"
471900101,"경상북도 구미시 칠곡군 북삼읍, 김천시 남면",976.5,산행시간 , 고급,"기암절벽과 울창한 산림이 조화되어 경관이 수려하며, 문화유산이 많고 도립공원으로 지정(1970년)된 점 등을 고려하여 선정, 높이 38m의 명금폭포가 있으며, 정상부근에는 자연암벽을 이용해 축성한 길이 2㎞의 금오산성이 있음. 해운사, 약사암 등의 고찰과 금오산마애보살입상(보물 제490호), 선봉사대각국사비(보물 제251호), 석조석가여래좌상(보물 제245호) 등이 유명","기점은 구미다.  경부선 철도와 경부고속국도뿐 아니라 중부내륙고속국도까지 지나가 교통이 아주 편리하다.  금오산으로 가려면 구미역이나 고속터미널에서 12번, 12-1번 시내버스를 탄다.    중부내륙고속국도를 이용할 경우 김천분기점에서 경부고속국도로 갈아타고 구미IC로 나온다. 다음 중앙로로 가다가 캐피탈호텔이 있는 금오산사거리에서 좌회전한다."
264100101,"부산광역시 금정구ㆍ북구, 경상남도 양산시",800.8,산행시간 , 고급,"산림이 울창하고 산세가 비교적 웅장하며 도심지 가까이 위치한 시민들의 휴식처인 점 등을 고려하여 선정, 역사적으로 나라를 지키는 호국의 산으로서 호국사찰 범어사와 우리나라 5대 산성의 하나인 금정산성이 있음. 낙동강 지류와 수영강의 분수계(分水界)를 이루고, 금강공원 및 성지곡공원 등이 있음",기점은 부산 지하철역이다.  범어사는 범어사역 5번 출구로 나와 5분 정도 걸으면 만나는 삼신교통 종점에서 90번 버스를 이용한다. 온천장역에서 15분 거리인 금강공원은 8번 버스나 203번 산성버스를 탄다    경부고속국도 노포IC-고속버스터미널-KT 청룡지점(우회전)-범어사 입구
469100501,전라남도 신안군 흑산면 홍도,367.8,산행시간 ,초급,"덩굴사철, 식나무 및 동백림 등이 자생하는 등 생태적 가치가 커 섬 전체가 천연보호구역으로 지정(1965년)되어 있으며, 다도해해상국립공원으로 지정(1981년)된 점 등을 고려하여 선정, 이름 그대로 깃대처럼 생긴 암봉이며, 홍도의 최고봉임. 깃대봉은 독립문, 석화굴 등 해안경관과 조화를 이뤄 홍도의 수려한 경관을 이루고 있음.",기점은 목포이다.  - 목포→홍도: 1일 2회 운행 >홍도→목포: 1일 2회 운행      차가 다닐 길이 없고 따라서 카페리도 없다. 목포에 두고가야 한다.
471300201,"경상북도 경주시 남산동, 내남면",495.1,산행시간 ,초급,"길이 약 8km, 폭 약 4㎞의 산줄기안에 불상 80여체, 탑 60여기, 절터 110여 개소가 산재하여 경주국립공원으로 지정되어 있는 등 신라시대 역사 유물·유적의 보고인 점 등을 고려하여 선정, `경주남산불적지'로 마애여래좌상(보물 제913호), 칠불암마애석불 등이 유명. 동쪽에는 남산산성 등이 있음",기점은 경주이다.   - 경주→삼릉 >용장리→경주 모두 시내버스를 이용한다.      경부고속국도 경주IC-언양 방면 35번 국도
471300201,"경상북도 포항시 송라면ㆍ청하면ㆍ죽장면, 영덕군 남정면",711.3,산행시간 ,초급,남쪽의 천령산 줄기와 마주하면서 그 사이에 험준한 협곡을 형성하고 있는 청하골이 유명. 원진국사사리탑(보물 제430호)과 원진국사비(보물 제252호)가 보존된 보경사(寶鏡寺) 등이 있음,"기점은 포항이다.  포항행 직통 버스를 이용할 수 없을 경우 일단 대구로 가면 포항행 버스가 많다.  - 포항→보경사 : 1일 10회 운행, 신안여객 ☎054-293-0320, 포항버스터미널 ☎054-256-8500  - 포항→하옥리 옥계계곡 : 1일 3회 운행, 성원여객 ☎054-273-7203, 하옥버스종점 ☎054-262-6631    대구 포항간 고속국도 서포항IC→죽장면 방면 31번 국도"
451800501,"전라북도 정읍시 내장동, 순창군 쌍치면ㆍ복흥면",763.5,산행시간 ,초급,"기암괴석과 울창한 산림, 맑은 계류가 어울어진 호남 5대 명산의 하나로 국립공원으로 지정(1971년)되어 있는 점 등을 고려하여 선정, 내장사를 중심으로 서래봉에서 불출봉, 연지봉, 까치봉, 신선봉, 장군봉에 이르기까지 산줄기가 말발굽처럼 둘러쳐져 마치 철옹성 같은 특이지형을 이룸. 내장사(內藏寺) 부속암자인 원적암 일대에 있는 비자림(천연기념물 제153호)이 특히 유명","기점은 정읍이다. 정읍으로는 호남선 KTX가 19회, 일반열차는 20회 다닌다. 고속버스는 동서울터미널에서 60회, 강남터미널에서 40분 간격이며 심야버스도 한 편 있다. 정읍행 버스편이 있는 데는 부산, 인천, 부천, 성남, 안산, 안양, 광주, 목포와 전라북도 도시들이다.  내장사행 버스는 정읍시내버스터미널과 정읍역에서 타면 된다. > 정읍→내장사 : 20분 간격 운행    호남고속국도 내장산IC→내장산 방면 708번 지방도. 대가리를 들날머리로 할 때는 계속 나아가 추령을 넘은 다음 반월리에서 좌회전해 들어간다."
447103401,"충청남도 논산시 벌곡면ㆍ금산군 진산면, 전라북도 완주군 운주면",879.1,산행시간 , 고급,"정상인 마천대를 비롯하여 사방으로 뻗은 바위능선의 기암괴석과 수목이 어우러져 경관이 뛰어나고, 도립공원으로 지정(1980년)된 점 등을 감안하여 선정, 마천대에서 낙조대에 이르는 바위능선과 일몰광경이 뛰어나며, 임금바위·장군봉·동심바위·신선바위 등이 있음. 임금바위와 입석대를 잇는 금강구름다리와 태고사(太古寺)가 유명","기점은 대전이다. 금산, 전주 논산에서도 대둔산행 버스가 많이 있다. > 대전→대둔산 : 1일 6회 운행    >전주→대둔산 : 1일 8회 운행 > 논산→대둔산 : 수시 운행  >금산->대둔산 : 1일 5회 운행    대전-통영간 고속국도로 추부IC->대둔산 방면 17번 국도"
428101301,"강원도 양구군 동면, 인제군 서화면",1312.6,산행시간 ,초급,"휴전선이 가까운 지역으로 각종 희귀생물과 원시림에 가까운 숲이 잘 보존되어 천연보호구역(천연기념물 제246호)으로 지정(1973년) 관리되는 등 우리나라 최대 희귀생물자원의 보고인 점 등을 감안하여 선정, 대암산 정상부에 있는 약 9,000여평이 넘는 풀밭 같은 넓은 초원에 큰 용늪과 작은용늪의 고층습지가 있음. 그 주위가 마치 화채(punch) 그릇(bowl)같아 펀치볼로 불리우며 해안분지(亥安盆地)가 유명",기점은 양구이다. >양구→팔량리: 시외버스 30분 간격으로 운행         홍천 철정검문소 44번 국도-신남에서 양구방면 46번 국도-용하에서 31번 국도-야촌-팔랑-대암산
472800901,"경상북도 문경시 가은읍, 충청북도 괴산군 청천면",931,산행시간 , 고급,"기암괴석과 폭포·소(沼)가 어우러져 수려한 경관을 이루고 있으며, 속리산 국립공원구역에 포함되어 있는 점 등을 감안하여 선정, 용추폭포와 촛대바위가 있는 선유동계곡 및 `월영대'가 유명","기점은 문경이다. 문경시외버스터미널에서 가은을 경유하는 버스를 탄 후, 가은버스터미널에서 벌바위 마을행 버스를 탄다. > 문경시외버스터미널→가은 : 16회 운행    >가은→벌바위 : 4회 운행     중부고속국도 증평IC→연풍 방면 34번 국도, 중부내륙고속국도 충주IC ->마성 방면 3번 국도"
448100401,충청남도 예산군 덕산면,495.2,산행시간 , 중급,"지역 주민들이 소금강이라고 할 만큼 기암괴석과 어우러진 경관이 수려하고, 도립공원으로 지정(1973년)되어 있는 점 등을 감안하여 선정, 백제 제29대 법왕 원년(599년) 지명법사가 창건한 수덕사(修德寺), 보물 제355호인 마애불과 덕산온천이 유명","기점은  예산과 홍성이다. 수덕사행 시내버스가 예산에서는 20회, 홍성에서는 19회 다닌다. 예산으로는 동서울터미널에서 고속버스가 7회, 남부터미널에서는 17회 있다. 대전에서는 고속버스가 24회, 직행버스는 25분 간격으로 다니며 충남 이외의 도시로는 인천, 청주, 안양에서 버스가 있다. 홍성으로는 동서울터미널에서 6회, 강남터미널과 남부터미널에서는 8회씩 다닌다. 대전에서는 고속버스가 50분 간격, 직행은 18회 다니며 충남 이외의 도시로는 인천, 청주, 안산, 성남, 군산에서 버스가 있다. 장항선 열차로는 새마을호가 5회, 무궁화호가 12회 있다.     서해안고속도로 해미IC→수덕사 방면 45번 국도→나본들고개에서 홍성 방면13번 지국도→외라리에서 덕산 방면 40번 국도"
457300702,"전라북도 무주군ㆍ장수군, 경상남도 거창군ㆍ함양군",1614.2,산행시간 ,초급,"향적봉에서 남덕유까지 17km의 장대한 산줄기를 이루고 있으며, 금강과 낙동강의 수원(水源)이고 국립공원으로 지정(1975년)된 점 등을 고려하여 선정, 덕유산 북쪽으로 흘러 내리는 30여km의 무주구천동계곡(茂朱九千洞溪谷)과 자연휴양림, 신라 흥덕왕5년(830년) 무염국사가 창건한 백련사(白蓮社) 등이 유명","기점은 무주다. 구천동 가는 버스가 20분 간격으로 운행한다. 무주행은 경부선 연계편이 좋으니 대전에서는 54회, 영동에서는 32회나 다닌다. 서울 남부터미널에서는 고속버스가 5회 다니며 대구, 광주, 청주에서도 버스가 있다.  동남쪽 산행 들날머리인 송계사·병곡·산수·황점행 버스는 거창에서 9회, 3회, 3회, 6회 있다. 거창으로는 동서울터미널에서 8회, 남부터미널에서 14회(심야 2회) 다닌다. 경남 이외의 도시로는 대구, 인천, 광주, 대전, 전주, 김천에서 버스가 있다.  가장 남쪽의 영각사 방면으로는 함양에서 군내버스가 6회 다닌다. 함양으로는 직통버스가 동서울터미널에서 10회, 남부터미널에서 10회(심야 2회) 있다. 경남 이외의 도시로는 대구, 인천, 광주, 대전, 수원, 전주, 김천에서 버스가 다닌다.대전-통영고속국도가 개통되면서 교통이 편리해졌다. 무주IC에서 37번 국도로 접어들면 구천동에 닿고 서상IC→26번 국도→37번 지국도를 타면 함양과 거창의 들날머리에 이른다. 칠연계곡을 찾으려면 덕유산IC에서 안성쪽으로 빠진다. "
421900601,"강원도 삼척시 신기면, 태백시 하사미동",1072.9,산행시간 ,초급,"전형적인 경동지괴(傾動地塊) 지형으로 기암절벽과 초원이 어우러져 있으며 갈매굴, 제암풍혈, 양터목세굴, 덕발세굴, 큰재세굴 등 석회동굴이 많이 소재하고, 대이동굴 군립공원(1996년 지정) 구역내인 점 등을 고려하여 선정, 약 4∼5억년 전에 이루어진 길이 6.9㎞, 천장높이 30m에 이르는 동양최대의 동굴인 환선굴(幻仙窟 : 천연기념물 제178호)이 유명","기점은 태백과 삼척이다. 태백에서는 점촌행이 8회, 삼척에서는 대이리행이 9회 운행한다. 강원도 이외 지역으로 태백행 버스가 있는 도시는 서울, 인천, 수원, 성남, 의정부, 고양, 안산, 포항, 대구, 안동, 봉화, 예천이고 삼척은 서울, 부산, 울산, 경주, 포항, 울진, 대구, 대전에서 버스가 다닌다. 하루 4회 있는 열차를 이용, 태백이나 도계역에 내리면 편리한데 청량리발 태백선은 도계역에 10시, 14시, 17시, 영동선은 5시 50분에 도착한다.     ①영동고속국도→동해고속국도 동해IC→7번 국도→삼척에서 태백 방면 38번 국도.  ②점말로 갈 경우에는 미로에서 424번 지방도로 들어 댓재를 넘은 다음 숙암교에서 35번 국도. ③영남지방에서 올 때는 7번 국도로 오다 원덕(호산)에서 416번 지방도를 타고 태백으로 들어 38번이나 35번 국도로 접어든다.  ④중앙고속국도 영주IC→영주 방면 28번 국도→영주에서 36번 국도→법전에서 35번 국도도 가능하다."
438002801,"충청북도 단양군  단성면, 대강면",965.3,산행시간 ,초급,"소백산과 월악산 중간에 위치하며, 단양8경인 하선암, 중선암과 사인암 등이 산재해 있는 바위산으로 경관이 수려한 점 등을 고려하여 선정, 남한강 지류인 단양천 10여km 구간에 있는 하선암(下仙岩)과 쌍룡폭포·옥렴대·명경대 등 웅장한 바위가 있는 중선암(中仙岩), 경천벽, 와룡암, 일사대, 명경담 등이 있는 상선암(上仙岩)이 특히 유명",기점은 단양이다.  벌천리까지 06:20~19:40 1일 9회 운행. 방곡행 시내버스. 상금교 지나 상선휴게소에서 하차한다. 40분 소요.  신단양버스터미널 ☎043-422-2866    중앙고속국도 단양IC-5번국도-단양팔경 방면 59번국도
113200102,"서울특별시 도봉구, 경기도 의정부시 호원동ㆍ양주시 장흥면",740.2,산행시간 ,초급,"최고봉인 자운봉을 중심으로 만장봉, 선인봉, 원도봉계곡, 용어천계곡, 송추계곡 등 경관이 수려하고 국립공원으로 지정(1983년)되어 있으며, 수도권 시민의 휴식처인 점 등을 고려하여 선정, 암벽등산에 최적지이며, 회룡사(回龍寺), 망월사(望月寺), 천축사(天竺寺), 보문사(普門寺) 등이 유명","지하철을 이용하면 편리하다. 도봉동 방면은 1호선과 7호선 도봉산역, 망월사와 회룡사 방면은 1호선을 타고 조금 더 가 같은 이름의 역에서 내린다. 송추쪽은 3호선 구파발역에서 내려 송추행 7023번 버스나 704번, 의정부행 34, 36번 버스를 탄다.                서울외곽순환고속국도가 개통되어 접근이 한결 편리해졌다. 도봉동이나 회룡사쪽은 의정부IC에 내리면 금방이고 송추쪽 역시 송추IC가 있다."
468201301,전라남도 해남군 삼산면ㆍ북일면ㆍ북평면ㆍ현산면,700,산행시간 ,초급,"한반도의 최남단 해남반도에 솟아 있는 산으로서 왕벚나무의 자생지가 있으며, 다도해를 조망하기에 적합하고 도립공원으로 지정(1972년)된 점 등을 감안하여 선정, 봄의 춘백, 여름의 녹음, 가을의 단풍, 겨울의 동백 등으로 유명하며 유자(柚子), 차(茶)의 산지로 알려져 있음. 보물 제320호인 삼층석탑을 비롯하여 많은 문화재를 보존하고 있는 대흥사(大興寺)가 있음","대둔사행 군내버스가 30분 간격으로 운행하는 해남이 기점이다. 해남행 고속버스는 동서울터미널에서 40분 간격, 강남터미널에서는 7회 있다. 전라남도 이외 지역으로는 부산과 마산에서 버스가 있다.     ①호남고속국도 광산IC→나주 방면 13번 국도→해남에서 807번 지방도.  ②서해안고속국도 목포IC→강진 방면 2번 국도→성전에서 해남 방면 13번 국도.  ③동쪽에서는 호남고속국도 순천IC→벌교 방면 2번 국도→성전에서 13번 국도다. "
422301901,"강원도 동해시 삼화동, 삼척시 미로면ㆍ하장면",1357,산행시간 ,초급,"무릉계곡 등 경관이 아름다운 점 등을 고려하여 선정, 삼화사(三和寺), 관음암(觀音庵), 두타산성(頭陀山城)이 있음. 바위에 50여개의 크고 작은 구멍이 패여 산이름이 붙여졌으며, 예로부터 기우제를 지내는 등 토속신앙의 기도처인 쉰움산(五十井山)이 유명","기점은 동해다.  동해로는 서울 강남터미널에서 고속버스가 사오십분 간격으로 있다. 부산, 대구, 울산, 포항, 경주, 춘천, 태백과 관동지방 도시들에서도 직행버스가 다닌다.  - 동해→무릉계곡: 시내버스 20분 간격 운행      영동고속도로 강릉분기점→동해고속도로 동해IC→동해 방면 7번 국도→무릉계곡 방면 42번 국도 삼척군 하장면의 중봉리나 댓재로 갈 때는 동해에서 태백 방면 38번 국도를 타고 미로면에서 424번 지방도로 갈아탄다."
287100601,인천광역시 강화군 화도면,472.1,산행시간 ,초급,"단군시조의 전설이 간직된 산으로 역사·문화적 가치 등을 고려하여 선정, 사적 제136호인 참성단(塹星壇), 함허동천, 사적 제130호인 삼랑산성이 있음. 또한 많은 보물을 보존하고 있는 정수사(淨水寺) 및 전등사(傳燈寺)등이 있으며, 성화를 채화하는 장소이기도 함","기점은 강화읍이다. 읍내 터미널에서 상방리행(국민관광단지)이나 사기리(함허동천)행 버스를 이용하면 된다. 강화행 버스는 서울 신촌에서 10분, 영등포에서는 15분, 인천에서는 20분 간격으로 있다. 부평과 안양에서도 다닌다.  > 강화읍→상방리 : 30~40분 간격으로 06:00~21:30까지 운행. > 사기리→강화읍 : 06:00~20:25까지 1일 7회 운행.    ①서울 올림픽대로 끝에서 행주대교 램프 다음 갈림길로 접어들어 강변로를 타고가면 멋진 드라이브를 할 수 있다. 이걸 지나쳤을 때는 김포 방면 46번 국도를 탄다. 강화대교를 건넌 다음에는 84번 지방도→찬우물삼거리→인산삼거리→화도→상방리.  ②제2강화대교라 할 초지대교를 건너면 금방 마니산인데 이를 위해서는 김포 양촌면 양촌주유소에서 좌회전, 356번 지방도를 탄다."
